2016-12-13 14:03:48.062 +02:00 [Information] Version 1.9
2016-12-13 14:03:48.398 +02:00 [Verbose] Date: 1937/09/01 08:00; Rainfall: 
2016-12-13 14:03:48.547 +02:00 [Verbose] Date: 1938/01/20 08:00; Rainfall: 
2016-12-13 14:03:48.547 +02:00 [Verbose] Date: 1938/01/20 14:00; Rainfall: 
2016-12-13 14:03:48.547 +02:00 [Verbose] Date: 1938/01/21 08:00; Rainfall: 
2016-12-13 14:03:48.547 +02:00 [Verbose] Date: 1938/01/21 14:00; Rainfall: 9.652
2016-12-13 14:03:48.547 +02:00 [Verbose] Date: 1938/01/22 08:00; Rainfall: 
2016-12-13 14:03:48.548 +02:00 [Verbose] Date: 1938/01/22 14:00; Rainfall: 2.032
2016-12-13 14:03:48.548 +02:00 [Verbose] Date: 1938/01/23 08:00; Rainfall: 
2016-12-13 14:03:48.548 +02:00 [Verbose] Date: 1938/01/23 14:00; Rainfall: 
2016-12-13 14:03:48.548 +02:00 [Verbose] Date: 1938/01/24 08:00; Rainfall: 
2016-12-13 14:03:48.548 +02:00 [Verbose] Date: 1938/01/24 14:00; Rainfall: 
2016-12-13 14:03:48.548 +02:00 [Verbose] Date: 1938/01/25 08:00; Rainfall: 
2016-12-13 14:03:48.548 +02:00 [Verbose] Date: 1938/01/25 14:00; Rainfall: 
2016-12-13 14:03:48.548 +02:00 [Verbose] Date: 1938/01/26 08:00; Rainfall: 
2016-12-13 14:03:48.548 +02:00 [Verbose] Date: 1938/01/26 14:00; Rainfall: 
2016-12-13 14:03:48.548 +02:00 [Verbose] Date: 1938/01/27 08:00; Rainfall: 
2016-12-13 14:03:48.548 +02:00 [Verbose] Date: 1938/01/27 14:00; Rainfall: 3.81
2016-12-13 14:03:48.548 +02:00 [Verbose] Date: 1938/01/28 08:00; Rainfall: 
2016-12-13 14:03:48.548 +02:00 [Verbose] Date: 1938/01/28 14:00; Rainfall: 
2016-12-13 14:03:48.548 +02:00 [Verbose] Date: 1938/01/29 08:00; Rainfall: 
2016-12-13 14:03:48.548 +02:00 [Verbose] Date: 1938/01/29 14:00; Rainfall: 4.826
2016-12-13 14:03:48.549 +02:00 [Verbose] Date: 1938/01/30 08:00; Rainfall: 
2016-12-13 14:03:48.549 +02:00 [Verbose] Date: 1938/01/30 14:00; Rainfall: 2.54
2016-12-13 14:03:48.549 +02:00 [Verbose] Date: 1938/01/31 08:00; Rainfall: 
2016-12-13 14:03:48.549 +02:00 [Verbose] Date: 1938/01/31 14:00; Rainfall: 4.064
2016-12-13 14:03:48.549 +02:00 [Verbose] Date: 1938/02/01 08:00; Rainfall: 
2016-12-13 14:03:48.549 +02:00 [Verbose] Date: 1938/02/01 14:00; Rainfall: 
2016-12-13 14:03:48.549 +02:00 [Verbose] Date: 1938/02/02 08:00; Rainfall: 
2016-12-13 14:03:48.549 +02:00 [Verbose] Date: 1938/02/02 14:00; Rainfall: 
2016-12-13 14:03:48.549 +02:00 [Verbose] Date: 1938/02/03 08:00; Rainfall: 
2016-12-13 14:03:48.549 +02:00 [Verbose] Date: 1938/02/03 14:00; Rainfall: 
2016-12-13 14:03:48.549 +02:00 [Verbose] Date: 1938/02/04 08:00; Rainfall: 
2016-12-13 14:03:48.549 +02:00 [Verbose] Date: 1938/02/04 14:00; Rainfall: 
2016-12-13 14:03:48.549 +02:00 [Verbose] Date: 1938/02/05 08:00; Rainfall: 
2016-12-13 14:03:48.549 +02:00 [Verbose] Date: 1938/02/05 14:00; Rainfall: 
2016-12-13 14:03:48.549 +02:00 [Verbose] Date: 1938/02/06 08:00; Rainfall: 
2016-12-13 14:03:48.549 +02:00 [Verbose] Date: 1938/02/06 14:00; Rainfall: 
2016-12-13 14:03:48.550 +02:00 [Verbose] Date: 1938/02/07 08:00; Rainfall: 
2016-12-13 14:03:48.550 +02:00 [Verbose] Date: 1938/02/07 14:00; Rainfall: 4.572
2016-12-13 14:03:48.550 +02:00 [Verbose] Date: 1938/02/08 08:00; Rainfall: 
2016-12-13 14:03:48.550 +02:00 [Verbose] Date: 1938/02/08 14:00; Rainfall: 
2016-12-13 14:03:48.550 +02:00 [Verbose] Date: 1938/02/09 08:00; Rainfall: 
2016-12-13 14:03:48.550 +02:00 [Verbose] Date: 1938/02/09 14:00; Rainfall: 
2016-12-13 14:03:48.550 +02:00 [Verbose] Date: 1938/02/10 08:00; Rainfall: 
2016-12-13 14:03:48.550 +02:00 [Verbose] Date: 1938/02/10 14:00; Rainfall: 3.556
2016-12-13 14:03:48.550 +02:00 [Verbose] Date: 1938/02/11 08:00; Rainfall: 
2016-12-13 14:03:48.550 +02:00 [Verbose] Date: 1938/02/11 14:00; Rainfall: 
2016-12-13 14:03:48.550 +02:00 [Verbose] Date: 1938/02/12 08:00; Rainfall: 
2016-12-13 14:03:48.550 +02:00 [Verbose] Date: 1938/02/12 14:00; Rainfall: 
2016-12-13 14:03:48.550 +02:00 [Verbose] Date: 1938/02/13 08:00; Rainfall: 
2016-12-13 14:03:48.550 +02:00 [Verbose] Date: 1938/02/13 14:00; Rainfall: 
2016-12-13 14:03:48.550 +02:00 [Verbose] Date: 1938/02/14 08:00; Rainfall: 
2016-12-13 14:03:48.550 +02:00 [Verbose] Date: 1938/02/14 14:00; Rainfall: 
2016-12-13 14:03:48.550 +02:00 [Verbose] Date: 1938/02/15 08:00; Rainfall: 
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/15 14:00; Rainfall: 
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/16 08:00; Rainfall: 25.908
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/16 14:00; Rainfall: 11.684
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/17 08:00; Rainfall: 
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/17 14:00; Rainfall: 
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/18 08:00; Rainfall: 
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/18 14:00; Rainfall: 
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/19 08:00; Rainfall: 
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/19 14:00; Rainfall: 
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/20 08:00; Rainfall: 
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/20 14:00; Rainfall: 
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/21 08:00; Rainfall: 
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/21 14:00; Rainfall: 
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/22 08:00; Rainfall: 
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/22 14:00; Rainfall: 
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/23 08:00; Rainfall: 
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/23 14:00; Rainfall: 
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/24 08:00; Rainfall: 
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/24 14:00; Rainfall: 
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/25 08:00; Rainfall: 
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/25 14:00; Rainfall: 8.89
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/26 08:00; Rainfall: 
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/26 14:00; Rainfall: 
2016-12-13 14:03:48.551 +02:00 [Verbose] Date: 1938/02/27 08:00; Rainfall: 
2016-12-13 14:03:48.552 +02:00 [Verbose] Date: 1938/02/27 14:00; Rainfall: 
2016-12-13 14:03:48.552 +02:00 [Verbose] Date: 1938/02/28 08:00; Rainfall: 
2016-12-13 14:03:48.552 +02:00 [Verbose] Date: 1938/02/28 14:00; Rainfall: 
2016-12-13 14:03:48.552 +02:00 [Verbose] Date: 1938/03/01 08:00; Rainfall: 
2016-12-13 14:03:48.552 +02:00 [Verbose] Date: 1938/03/01 14:00; Rainfall: 
2016-12-13 14:03:48.552 +02:00 [Verbose] Date: 1938/03/02 08:00; Rainfall: 
2016-12-13 14:03:48.552 +02:00 [Verbose] Date: 1938/03/02 14:00; Rainfall: 
2016-12-13 14:03:48.552 +02:00 [Verbose] Date: 1938/03/03 08:00; Rainfall: 
2016-12-13 14:03:48.552 +02:00 [Verbose] Date: 1938/03/03 14:00; Rainfall: 
2016-12-13 14:03:48.552 +02:00 [Verbose] Date: 1938/03/04 08:00; Rainfall: 
2016-12-13 14:03:48.552 +02:00 [Verbose] Date: 1938/03/04 14:00; Rainfall: 
2016-12-13 14:03:48.552 +02:00 [Verbose] Date: 1938/03/05 08:00; Rainfall: 
2016-12-13 14:03:48.552 +02:00 [Verbose] Date: 1938/03/05 14:00; Rainfall: 
2016-12-13 14:03:48.552 +02:00 [Verbose] Date: 1938/03/06 08:00; Rainfall: 
2016-12-13 14:03:48.552 +02:00 [Verbose] Date: 1938/03/06 14:00; Rainfall: 
2016-12-13 14:03:48.552 +02:00 [Verbose] Date: 1938/03/07 08:00; Rainfall: 
2016-12-13 14:03:48.553 +02:00 [Verbose] Date: 1938/03/07 14:00; Rainfall: 
2016-12-13 14:03:48.553 +02:00 [Verbose] Date: 1938/03/08 08:00; Rainfall: 
2016-12-13 14:03:48.553 +02:00 [Verbose] Date: 1938/03/08 14:00; Rainfall: 
2016-12-13 14:03:48.553 +02:00 [Verbose] Date: 1938/03/09 08:00; Rainfall: 
2016-12-13 14:03:48.553 +02:00 [Verbose] Date: 1938/03/09 14:00; Rainfall: 
2016-12-13 14:03:48.553 +02:00 [Verbose] Date: 1938/03/10 08:00; Rainfall: 
2016-12-13 14:03:48.553 +02:00 [Verbose] Date: 1938/03/10 14:00; Rainfall: 
2016-12-13 14:03:48.553 +02:00 [Verbose] Date: 1938/03/11 08:00; Rainfall: 
2016-12-13 14:03:48.553 +02:00 [Verbose] Date: 1938/03/11 14:00; Rainfall: 
2016-12-13 14:03:48.553 +02:00 [Verbose] Date: 1938/03/12 08:00; Rainfall: 
2016-12-13 14:03:48.553 +02:00 [Verbose] Date: 1938/03/12 14:00; Rainfall: 
2016-12-13 14:03:48.553 +02:00 [Verbose] Date: 1938/03/13 08:00; Rainfall: 
2016-12-13 14:03:48.553 +02:00 [Verbose] Date: 1938/03/13 14:00; Rainfall: 
2016-12-13 14:03:48.553 +02:00 [Verbose] Date: 1938/03/14 08:00; Rainfall: 
2016-12-13 14:03:48.553 +02:00 [Verbose] Date: 1938/03/14 14:00; Rainfall: 
2016-12-13 14:03:48.553 +02:00 [Verbose] Date: 1938/03/15 08:00; Rainfall: 
2016-12-13 14:03:48.554 +02:00 [Verbose] Date: 1938/03/15 14:00; Rainfall: 
2016-12-13 14:03:48.554 +02:00 [Verbose] Date: 1938/03/16 08:00; Rainfall: 
2016-12-13 14:03:48.554 +02:00 [Verbose] Date: 1938/03/16 14:00; Rainfall: 
2016-12-13 14:03:48.554 +02:00 [Verbose] Date: 1938/03/17 08:00; Rainfall: 
2016-12-13 14:03:48.554 +02:00 [Verbose] Date: 1938/03/17 14:00; Rainfall: 
2016-12-13 14:03:48.554 +02:00 [Verbose] Date: 1938/03/18 08:00; Rainfall: 
2016-12-13 14:03:48.554 +02:00 [Verbose] Date: 1938/03/18 14:00; Rainfall: 
2016-12-13 14:03:48.554 +02:00 [Verbose] Date: 1938/03/19 08:00; Rainfall: 
2016-12-13 14:03:48.554 +02:00 [Verbose] Date: 1938/03/19 14:00; Rainfall: 
2016-12-13 14:03:48.554 +02:00 [Verbose] Date: 1938/03/20 08:00; Rainfall: 
2016-12-13 14:03:48.554 +02:00 [Verbose] Date: 1938/03/20 14:00; Rainfall: 
2016-12-13 14:03:48.554 +02:00 [Verbose] Date: 1938/03/21 08:00; Rainfall: 
2016-12-13 14:03:48.554 +02:00 [Verbose] Date: 1938/03/21 14:00; Rainfall: 
2016-12-13 14:03:48.554 +02:00 [Verbose] Date: 1938/03/22 08:00; Rainfall: 
2016-12-13 14:03:48.554 +02:00 [Verbose] Date: 1938/03/22 14:00; Rainfall: 
2016-12-13 14:03:48.554 +02:00 [Verbose] Date: 1938/03/23 08:00; Rainfall: 
2016-12-13 14:03:48.554 +02:00 [Verbose] Date: 1938/03/23 14:00; Rainfall: 
2016-12-13 14:03:48.555 +02:00 [Verbose] Date: 1938/03/24 08:00; Rainfall: 
2016-12-13 14:03:48.555 +02:00 [Verbose] Date: 1938/03/24 14:00; Rainfall: 10.668
2016-12-13 14:03:48.555 +02:00 [Verbose] Date: 1938/03/25 08:00; Rainfall: 
2016-12-13 14:03:48.555 +02:00 [Verbose] Date: 1938/03/25 14:00; Rainfall: 17.78
2016-12-13 14:03:48.555 +02:00 [Verbose] Date: 1938/03/26 08:00; Rainfall: 
2016-12-13 14:03:48.555 +02:00 [Verbose] Date: 1938/03/26 14:00; Rainfall: 
2016-12-13 14:03:48.555 +02:00 [Verbose] Date: 1938/03/27 08:00; Rainfall: 
2016-12-13 14:03:48.555 +02:00 [Verbose] Date: 1938/03/27 14:00; Rainfall: 
2016-12-13 14:03:48.555 +02:00 [Verbose] Date: 1938/03/28 08:00; Rainfall: 
2016-12-13 14:03:48.555 +02:00 [Verbose] Date: 1938/03/28 14:00; Rainfall: 
2016-12-13 14:03:48.555 +02:00 [Verbose] Date: 1938/03/29 08:00; Rainfall: 
2016-12-13 14:03:48.555 +02:00 [Verbose] Date: 1938/03/29 14:00; Rainfall: 
2016-12-13 14:03:48.555 +02:00 [Verbose] Date: 1938/03/30 08:00; Rainfall: 
2016-12-13 14:03:48.555 +02:00 [Verbose] Date: 1938/03/30 14:00; Rainfall: 
2016-12-13 14:03:48.555 +02:00 [Verbose] Date: 1938/03/31 08:00; Rainfall: 
2016-12-13 14:03:48.556 +02:00 [Verbose] Date: 1938/03/31 14:00; Rainfall: 
2016-12-13 14:03:48.557 +02:00 [Verbose] Date: 1938/04/01 08:00; Rainfall: 
2016-12-13 14:03:48.557 +02:00 [Verbose] Date: 1938/04/01 14:00; Rainfall: 26.162
2016-12-13 14:03:48.557 +02:00 [Verbose] Date: 1938/04/02 08:00; Rainfall: 
2016-12-13 14:03:48.557 +02:00 [Verbose] Date: 1938/04/02 14:00; Rainfall: 1.524
2016-12-13 14:03:48.557 +02:00 [Verbose] Date: 1938/04/03 08:00; Rainfall: 
2016-12-13 14:03:48.557 +02:00 [Verbose] Date: 1938/04/03 14:00; Rainfall: 
2016-12-13 14:03:48.557 +02:00 [Verbose] Date: 1938/04/04 08:00; Rainfall: 
2016-12-13 14:03:48.558 +02:00 [Verbose] Date: 1938/04/04 14:00; Rainfall: 
2016-12-13 14:03:48.558 +02:00 [Verbose] Date: 1938/04/05 08:00; Rainfall: 
2016-12-13 14:03:48.558 +02:00 [Verbose] Date: 1938/04/05 14:00; Rainfall: 
2016-12-13 14:03:48.558 +02:00 [Verbose] Date: 1938/04/06 08:00; Rainfall: 
2016-12-13 14:03:48.558 +02:00 [Verbose] Date: 1938/04/06 14:00; Rainfall: 
2016-12-13 14:03:48.558 +02:00 [Verbose] Date: 1938/04/07 08:00; Rainfall: 
2016-12-13 14:03:48.558 +02:00 [Verbose] Date: 1938/04/07 14:00; Rainfall: 8.382
2016-12-13 14:03:48.558 +02:00 [Verbose] Date: 1938/04/08 08:00; Rainfall: 
2016-12-13 14:03:48.558 +02:00 [Verbose] Date: 1938/04/08 14:00; Rainfall: 
2016-12-13 14:03:48.558 +02:00 [Verbose] Date: 1938/04/09 08:00; Rainfall: 
2016-12-13 14:03:48.558 +02:00 [Verbose] Date: 1938/04/09 14:00; Rainfall: 
2016-12-13 14:03:48.558 +02:00 [Verbose] Date: 1938/04/10 08:00; Rainfall: 
2016-12-13 14:03:48.558 +02:00 [Verbose] Date: 1938/04/10 14:00; Rainfall: 
2016-12-13 14:03:48.558 +02:00 [Verbose] Date: 1938/04/11 08:00; Rainfall: 
2016-12-13 14:03:48.559 +02:00 [Verbose] Date: 1938/04/11 14:00; Rainfall: 
2016-12-13 14:03:48.559 +02:00 [Verbose] Date: 1938/04/12 08:00; Rainfall: 
2016-12-13 14:03:48.559 +02:00 [Verbose] Date: 1938/04/12 14:00; Rainfall: 
2016-12-13 14:03:48.559 +02:00 [Verbose] Date: 1938/04/13 08:00; Rainfall: 
2016-12-13 14:03:48.559 +02:00 [Verbose] Date: 1938/04/13 14:00; Rainfall: 17.272
2016-12-13 14:03:48.559 +02:00 [Verbose] Date: 1938/04/14 08:00; Rainfall: 
2016-12-13 14:03:48.559 +02:00 [Verbose] Date: 1938/04/14 14:00; Rainfall: 
2016-12-13 14:03:48.559 +02:00 [Verbose] Date: 1938/04/15 08:00; Rainfall: 
2016-12-13 14:03:48.559 +02:00 [Verbose] Date: 1938/04/15 14:00; Rainfall: 
2016-12-13 14:03:48.559 +02:00 [Verbose] Date: 1938/04/16 08:00; Rainfall: 
2016-12-13 14:03:48.559 +02:00 [Verbose] Date: 1938/04/16 14:00; Rainfall: 
2016-12-13 14:03:48.559 +02:00 [Verbose] Date: 1938/04/17 08:00; Rainfall: 
2016-12-13 14:03:48.559 +02:00 [Verbose] Date: 1938/04/17 14:00; Rainfall: 8.128
2016-12-13 14:03:48.559 +02:00 [Verbose] Date: 1938/04/18 08:00; Rainfall: 
2016-12-13 14:03:48.560 +02:00 [Verbose] Date: 1938/04/18 14:00; Rainfall: 
2016-12-13 14:03:48.560 +02:00 [Verbose] Date: 1938/04/19 08:00; Rainfall: 
2016-12-13 14:03:48.560 +02:00 [Verbose] Date: 1938/04/19 14:00; Rainfall: 3.81
2016-12-13 14:03:48.560 +02:00 [Verbose] Date: 1938/04/20 08:00; Rainfall: 
2016-12-13 14:03:48.560 +02:00 [Verbose] Date: 1938/04/20 14:00; Rainfall: 
2016-12-13 14:03:48.560 +02:00 [Verbose] Date: 1938/04/21 08:00; Rainfall: 
2016-12-13 14:03:48.560 +02:00 [Verbose] Date: 1938/04/21 14:00; Rainfall: 
2016-12-13 14:03:48.560 +02:00 [Verbose] Date: 1938/04/22 08:00; Rainfall: 
2016-12-13 14:03:48.560 +02:00 [Verbose] Date: 1938/04/22 14:00; Rainfall: 
2016-12-13 14:03:48.560 +02:00 [Verbose] Date: 1938/04/23 08:00; Rainfall: 
2016-12-13 14:03:48.560 +02:00 [Verbose] Date: 1938/04/23 14:00; Rainfall: 
2016-12-13 14:03:48.560 +02:00 [Verbose] Date: 1938/04/24 08:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/04/24 14:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/04/25 08:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/04/25 14:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/04/26 08:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/04/26 14:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/04/27 08:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/04/27 14:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/04/28 08:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/04/28 14:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/04/29 08:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/04/29 14:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/04/30 08:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/04/30 14:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/05/01 08:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/05/01 14:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/05/02 08:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/05/02 14:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/05/03 08:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/05/03 14:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/05/04 08:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/05/04 14:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/05/05 08:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/05/05 14:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/05/06 08:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/05/06 14:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/05/07 08:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/05/07 14:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/05/08 08:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/05/08 14:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/05/09 08:00; Rainfall: 
2016-12-13 14:03:48.561 +02:00 [Verbose] Date: 1938/05/09 14:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/10 08:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/10 14:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/11 08:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/11 14:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/12 08:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/12 14:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/13 08:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/13 14:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/14 08:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/14 14:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/15 08:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/15 14:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/16 08:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/16 14:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/17 08:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/17 14:00; Rainfall: 3.556
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/18 08:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/18 14:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/19 08:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/19 14:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/20 08:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/20 14:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/21 08:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/21 14:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/22 08:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/22 14:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/23 08:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/23 14:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/24 08:00; Rainfall: 
2016-12-13 14:03:48.562 +02:00 [Verbose] Date: 1938/05/24 14:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/05/25 08:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/05/25 14:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/05/26 08:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/05/26 14:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/05/27 08:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/05/27 14:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/05/28 08:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/05/28 14:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/05/29 08:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/05/29 14:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/05/30 08:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/05/30 14:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/05/31 08:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/05/31 14:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/06/01 08:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/06/01 14:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/06/02 08:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/06/02 14:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/06/03 08:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/06/03 14:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/06/04 08:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/06/04 14:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/06/05 08:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/06/05 14:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/06/06 08:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/06/06 14:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/06/07 08:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/06/07 14:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/06/08 08:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/06/08 14:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/06/09 08:00; Rainfall: 
2016-12-13 14:03:48.563 +02:00 [Verbose] Date: 1938/06/09 14:00; Rainfall: 
